Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,States,Counties
2020,MI,Michigan,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.3,,,74.3,76.2,156920,26075,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-84.4208679 42.2484738),50,1258
2020,MI,Michigan,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.2,,,21.1,23.5,156920,26075,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.4208679 42.2484738),50,1258
2020,MI,Michigan,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.1,,,69.1,76.9,156920,26075,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-84.4208679 42.2484738),50,1258
2020,MI,Michigan,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11,,,7.5,15.3,156920,26075,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-84.4208679 42.2484738),50,1258
2020,MI,Michigan,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.1,,,81.8,86.3,156920,26075,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-84.4208679 42.2484738),50,1258
2020,MI,Michigan,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,20,,,17.0,22.8,156920,26075,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-84.4208679 42.2484738),50,1258
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.9,,,3.6,4.3,15574,22049,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,37.4,40.3,15574,22049,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,17.2,19.4,15574,22049,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,,,9.3,10.2,15574,22049,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.7,7.8,15574,22049,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.7,,,14.8,16.6,15574,22049,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.6,6.1,15574,22049,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.7,,,36.3,39.1,15574,22049,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,32.8,,,30.2,35.4,15574,22049,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.5,,,29.4,31.7,15574,22049,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.9,,,37.8,40.0,15574,22049,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,9.4,10.4,15574,22049,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.6,,,70.6,78.2,15574,22049,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,24.3,26.4,15574,22049,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,22,,,19.5,24.4,15574,22049,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7.5,9.4,15574,22049,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,7.2,7.9,15574,22049,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,61.9,,,60.8,63.0,15574,22049,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.6,,,78.8,80.4,15574,22049,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13,,,12.3,13.7,15574,22049,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,69,,,66.0,71.8,15574,22049,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,40.7,44.0,15574,22049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.9,,,4.4,5.4,15574,22049,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.3,,,70.5,77.9,15574,22049,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,76.3,78.3,15574,22049,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.4,,,78.5,80.2,15574,22049,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,50.8,,,47.2,54.2,15574,22049,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.1,,,40.5,43.6,15574,22049,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.5,,,68.8,74.0,15574,22049,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,34.7,,,28.6,41.1,15574,22049,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10,,,8.9,11.3,15574,22049,HLTHOUT,COPD,CrdPrv,COPD,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13,,,12.0,14.2,15574,22049,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,34.3,,,28.2,40.5,15574,22049,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3.1,3.5,15574,22049,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.8,4.3,15574,22049,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.3,,,16.7,17.9,15574,22049,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.5,,,12.5,21.0,15574,22049,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.6,,,18.9,20.4,15574,22049,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.4,,,8.7,10.2,15574,22049,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,23.3,,,20.5,25.9,15574,22049,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,16.1,,,13.8,18.6,15574,22049,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,34.6,,,31.9,37.1,15574,22049,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,16.7,,,14.2,19.2,15574,22049,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.5,,,20.2,24.8,15574,22049,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,18.4,22.6,15574,22049,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.8,,,85.8,87.8,15574,22049,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,25.2,,,24.0,26.5,15574,22049,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.6,,,78.4,83.0,15574,22049,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.3,,,13.2,15.6,15574,22049,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.2,,,78.9,83.5,15574,22049,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.6,,,31.7,33.5,15574,22049,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.3,,,23.1,25.6,15574,22049,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.1,,,16.1,18.0,15574,22049,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,38.2,,,31.1,45.8,15574,22049,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,38.6,40.9,15574,22049,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.1,,,30.9,46.0,15574,22049,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.6,,,13.5,22.6,15574,22049,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,45,,,43.8,46.2,15574,22049,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-92.5616997 32.3042901),22,1626
2019,LA,Louisiana,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.6,,,83.4,85.9,15574,22049,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-92.5616997 32.3042901),22,1626
2020,LA,Louisiana,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,51.5,,,48.0,54.6,15574,22049,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-92.5616997 32.3042901),22,1626
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13.1,,,12.1,14.0,13340,21109,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.8,9.3,13340,21109,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,43.4,,,41.4,45.3,13340,21109,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.8,,,85.1,88.5,13340,21109,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.2,3.8,13340,21109,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,23.7,,,17.1,31.2,13340,21109,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,20.1,,,18.6,21.6,13340,21109,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,10.5,,,9.6,11.5,13340,21109,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.3,,,37.4,40.9,13340,21109,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,39.3,,,35.4,43.1,13340,21109,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.2,,,11.5,13.1,13340,21109,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,47.2,,,45.5,48.7,13340,21109,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,40,,,38.0,41.8,13340,21109,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,77.7,,,74.2,80.8,13340,21109,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.2,,,25.5,32.9,13340,21109,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.9,,,14.6,17.1,13340,21109,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.4,,,73.9,76.8,13340,21109,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.7,,,76.4,78.9,13340,21109,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,32.9,,,25.6,41.3,13340,21109,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66.9,,,63.5,70.5,13340,21109,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.9,,,11.1,16.8,13340,21109,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,26.8,,,23.5,30.4,13340,21109,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,15.7,19.5,13340,21109,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5,,,4.4,5.7,13340,21109,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,42,,,40.3,43.5,13340,21109,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.8,,,37.5,40.1,13340,21109,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.4,,,25.2,40.6,13340,21109,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,37.8,,,36.1,39.5,13340,21109,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-84.0205757 37.4034585),36,1326
2019,KY,Kentucky,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.7,,,31.7,33.8,13340,21109,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,28.1,,,26.3,29.9,13340,21109,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,34.0,41.5,13340,21109,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,64.3,,,58.8,70.1,13340,21109,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.7,4.7,13340,21109,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-84.0205757 37.4034585),36,1326
2020,KY,Kentucky,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,45.4,,,40.9,50.1,13340,21109,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-84.0205757 37.4034585),36,1326
